"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","characteristics_ch1.3","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","extract_protocol_ch1.2","taxid_ch1","description","data_processing","data_processing.1","data_processing.2","data_processing.3","data_processing.4","data_processing.5","data_processing.6","data_processing.7","data_processing.8","platform_id","contact_name","contact_email","contact_phone","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_state","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","assay:ch1","cell type:ch1","donor:ch1","time:ch1"
"GSM1576423","HD31_DC_0_SL17285","GSM1576423","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","myeloid DC","Homo sapiens","time: 0 d","cell type: primary human myeloid DC","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275009","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828410","NONE","RNA-seq","primary human myeloid DC","Donor: HD31","0 d"
"GSM1576424","HD31_DC_1_SL17293","GSM1576424","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","myeloid DC","Homo sapiens","time: 1 d","cell type: primary human myeloid DC","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275032","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828411","NONE","RNA-seq","primary human myeloid DC","Donor: HD31","1 d"
"GSM1576425","HD31_DC_3_SL17301","GSM1576425","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","myeloid DC","Homo sapiens","time: 3 d","cell type: primary human myeloid DC","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275020","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828412","NONE","RNA-seq","primary human myeloid DC","Donor: HD31","3 d"
"GSM1576426","HD31_DC_7_SL17309","GSM1576426","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","myeloid DC","Homo sapiens","time: 7 d","cell type: primary human myeloid DC","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275004","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828413","NONE","RNA-seq","primary human myeloid DC","Donor: HD31","7 d"
"GSM1576427","HD31_MO_0_SL17284","GSM1576427","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","Monocytes","Homo sapiens","time: 0 d","cell type: primary human monocytes","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275016","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828414","NONE","RNA-seq","primary human monocytes","Donor: HD31","0 d"
"GSM1576428","HD31_MO_1_SL17292","GSM1576428","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","Monocytes","Homo sapiens","time: 1 d","cell type: primary human monocytes","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03274997","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828415","NONE","RNA-seq","primary human monocytes","Donor: HD31","1 d"
"GSM1576429","HD31_MO_3_SL17300","GSM1576429","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","Monocytes","Homo sapiens","time: 3 d","cell type: primary human monocytes","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275006","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828416","NONE","RNA-seq","primary human monocytes","Donor: HD31","3 d"
"GSM1576430","HD31_MO_7_SL17308","GSM1576430","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","Monocytes","Homo sapiens","time: 7 d","cell type: primary human monocytes","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275030","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828417","NONE","RNA-seq","primary human monocytes","Donor: HD31","7 d"
"GSM1576431","HD31_NEU_0_SL17282","GSM1576431","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","Neutrophils","Homo sapiens","time: 0 d","cell type: primary human neutrophils","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275002","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828418","NONE","RNA-seq","primary human neutrophils","Donor: HD31","0 d"
"GSM1576432","HD31_NEU_1_SL17290","GSM1576432","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","Neutrophils","Homo sapiens","time: 1 d","cell type: primary human neutrophils","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03274990","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828419","NONE","RNA-seq","primary human neutrophils","Donor: HD31","1 d"
"GSM1576433","HD31_NEU_3_SL17298","GSM1576433","Public on Jan 06 2015","Jan 05 2015","May 15 2019","SRA","1","Neutrophils","Homo sapiens","time: 3 d","cell type: primary human neutrophils","assay: RNA-seq","donor: Donor: HD31","total RNA","PBMC and PMN were fractionated from fresh human blood via ficoll separation. CD3+ T cells, CD11c+ mDC, CD14+ monocytes, CD15+ Neutrophils, CD19+ B cells and CD56+ NK cells were isolated from PBMC/PMN by MACS enrichment followed by FACS sorting. Total RNA was extracted from PBMC and sorted immune cells (≤0.5x106 cells) from the two TIV-vaccinated subjects using the automated Maxwell 16® magnetic particle processor and a Maxwell 16 LEV simply RNA kit (Promega Corp.).","Polyadenylated RNAs were isolated using NEBNext magnetic oligo d(T)25 beads. NEBNext mRNA Library Prep Reagent Set for Illumina (New England BioLabs Inc.) was used to prepare individually bar-coded next generation sequencing expression libraries.","50bp, paired end RNA-seq (25 million read)","9606","poly-A enriched mRNA","Image analysis and base calling was performed using the standard Illumina Pipeline consisting of Real time Analysis (RTA) version v1.13.","Raw reads were de-multiplexed using a bcl2fastq conversion software v1.8.3 (Illumina, Inc.) with default settings.","Quality control checks on raw sequence data from each sample were performed using FastQC (Babraham Bioinformatics)."," Raw reads were mapped to the reference human genome hg19/GRCh37 using TopHat v1.4","The alignment metrics of the mapped reads were estimated using SAMtools.","Aligned reads were imported onto the commercial data analysis platform AvadisNGS v1.5 (Strand Life Sciences) and were filtered on the basis of read quality metrics where reads with a base quality score less than 30, alignment score less than 95, and mapping quality less than 40 were removed. Remaining reads were then filtered on the basis of their read statistics, where missing mates, translocated, unaligned and flipped reads were removed. The reads list was then filtered to remove duplicates.","Quantification of transcript abundance in AvadisNGS v 1.5 was performed on this final read list using Trimmed Means of M-values (TMM) as the normalization method","Genome_build: hg19","Supplementary_files_format_and_content: Output data was a normalized signal value generated by AvadisNGS v1.5. This data is presented in a tab-delimited text file.","GPL11154","Andrew,J,Link","andrew.link@vanderbilt.edu","615-343-6823","Andrew Link Lab","Pathology, Microbiology and Immunology","Vanderbilt University School of Medicine","1161 21st Ave South","Nashville","Tennessee","37232-2363","USA","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN03275014","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX828420","NONE","RNA-seq","primary human neutrophils","Donor: HD31","3 d"
