"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","characteristics_ch1.2","molecule_ch1","extract_protocol_ch1","extract_protocol_ch1.1","taxid_ch1","description","description.1","description.2","data_processing","data_processing.1","data_processing.2","data_processing.3","platform_id","contact_name","contact_email","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","data_row_count","instrument_model","library_selection","library_source","library_strategy","relation","relation.1","supplementary_file_1","cell type:ch1","disease status:ch1","gender:ch1"
"GSM2859508","G4YW_VD2+_rep3","GSM2859508","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Vd2 gd T cells","Homo sapiens","cell type: Vd2 gd T cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 399400","total_rna_yield (ng): 304.332","G4YW_VD2+","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035148","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399283","NONE","Vd2 gd T cells","healthy","F"
"GSM2859509","G4YW_VD2-_rep3","GSM2859509","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Non-Vd2 gd T cells","Homo sapiens","cell type: Non-Vd2 gd T cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 300939","total_rna_yield (ng): 139.332","G4YW_VD2-","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035147","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399284","NONE","Non-Vd2 gd T cells","healthy","F"
"GSM2859510","G4YW_TFH_rep3","GSM2859510","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Follicular helper T cells","Homo sapiens","cell type: Follicular helper T cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 648648","total_rna_yield (ng): 416.76","G4YW_TFH","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035146","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399285","NONE","Follicular helper T cells","healthy","F"
"GSM2859511","G4YW_Treg_rep3","GSM2859511","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","T regulatory cells","Homo sapiens","cell type: T regulatory cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 450000","total_rna_yield (ng): 168.6","G4YW_Treg","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035145","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399286","NONE","T regulatory cells","healthy","F"
"GSM2859512","G4YW_Th1_rep3","GSM2859512","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th1 cells","Homo sapiens","cell type: Th1 cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 450000","total_rna_yield (ng): 166.104","G4YW_Th1","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035144","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399287","NONE","Th1 cells","healthy","F"
"GSM2859513","G4YW_Th1/Th17_rep3","GSM2859513","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th1/Th17 cells","Homo sapiens","cell type: Th1/Th17 cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 431351","total_rna_yield (ng): 175.272","G4YW_Th1/Th17","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035143","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399288","NONE","Th1/Th17 cells","healthy","F"
"GSM2859514","G4YW_Th17_rep3","GSM2859514","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th17 cells","Homo sapiens","cell type: Th17 cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 450000","total_rna_yield (ng): 194.268","G4YW_Th17","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035142","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399289","NONE","Th17 cells","healthy","F"
"GSM2859515","G4YW_Th2_rep3","GSM2859515","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Th2 cells","Homo sapiens","cell type: Th2 cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 366973","total_rna_yield (ng): 120.072","G4YW_Th2","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035141","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399290","NONE","Th2 cells","healthy","F"
"GSM2859516","G4YW_CD4_naive_rep3","GSM2859516","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Naive CD4 T cells","Homo sapiens","cell type: Naive CD4 T cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 450000","total_rna_yield (ng): 150.12","G4YW_CD4_naive","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035140","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399291","NONE","Naive CD4 T cells","healthy","F"
"GSM2859517","G4YW_Progenitor_rep3","GSM2859517","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Progenitor cells","Homo sapiens","cell type: Progenitor cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 24676","total_rna_yield (ng): 4.296","G4YW_Progenitor","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035139","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399292","NONE","Progenitor cells","healthy","F"
"GSM2859518","G4YW_B_naive_rep3","GSM2859518","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Naive B cells","Homo sapiens","cell type: Naive B cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 1240800","total_rna_yield (ng): 619.272","G4YW_B_naive","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035264","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399293","NONE","Naive B cells","healthy","F"
"GSM2859519","G4YW_B_NSM_rep3","GSM2859519","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Non-switched memory B cells","Homo sapiens","cell type: Non-switched memory B cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 275047","total_rna_yield (ng): 90.984","G4YW_B_NSM","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035263","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399294","NONE","Non-switched memory B cells","healthy","F"
"GSM2859520","G4YW_B_Ex_rep3","GSM2859520","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Exhausted B cells","Homo sapiens","cell type: Exhausted B cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 124143","total_rna_yield (ng): 44.496","G4YW_B_Ex","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035257","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399295","NONE","Exhausted B cells","healthy","F"
"GSM2859521","G4YW_B_SM_rep3","GSM2859521","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Switched memory B cells","Homo sapiens","cell type: Switched memory B cells","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 675060","total_rna_yield (ng): 670.464","G4YW_B_SM","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035262","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399296","NONE","Switched memory B cells","healthy","F"
"GSM2859522","G4YW_Plasmablasts_rep3","GSM2859522","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Plasmablasts","Homo sapiens","cell type: Plasmablasts","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 93153","total_rna_yield (ng): 107.928","G4YW_Plasmablasts","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035261","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399297","NONE","Plasmablasts","healthy","F"
"GSM2859523","G4YW_C_mono_rep3","GSM2859523","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Classical monocytes","Homo sapiens","cell type: Classical monocytes","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 300000","total_rna_yield (ng): 296.136","G4YW_C_mono","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035260","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399298","NONE","Classical monocytes","healthy","F"
"GSM2859524","G4YW_I_mono_rep3","GSM2859524","Public on Feb 06 2019","Nov 16 2017","May 15 2019","SRA","1","Intermediate monocytes","Homo sapiens","cell type: Intermediate monocytes","disease status: healthy","gender: F","polyA RNA","RNA was extracted with TRIzol reagent, followed by clean-up and DNase I treatment with QIAGEN RNeasy mini kit in accordance with the prescribed protocol provided with the kit. Quality control was performed with Agilent Bioanalyser. The RNA concentration was determined using the Quant-iTTM RiboGreen® RNA Assay Kit","The cDNA libraries were prepared from 2 ng of total RNA and 1 μl of a 1:50,000 dilution of external RNA control consortium (ERCC) spike-in control mix (Thermo Fisher Scientific) using SMARTSeq v2 protocol (Picelli et al., 2014) with the following modifications: 1) use of 20µM template-switching oligos (TSO), 2) use of 250 pg of cDNA with 1/5 reaction mixtures of Illumina Nextera XT kit.","9606","cell_number (facs): 177839","total_rna_yield (ng): 141.216","G4YW_I_mono","Sequenced reads were trimmed for adaptor sequence, and masked for low-complexity or low-quality sequence, then mapped to the transcriptome with kallisto","Transcirpt per million (TPM) values of all trancripts were obtained with kallisto. Expression counts at gene level were obtained by summarizing transcript expression values.","Genome_build: GENCODE 26","Supplementary_files_format_and_content: tab-delimited text files include TPM values for each sample","GPL11154","Gianni,,Monaco","mongianni1@gmail.com","University of Liverpool","6 West Derby Street","Liverpool","L78TX","United Kingdom","0","Illumina HiSeq 2000","cDNA","transcriptomic","RNA-Seq","BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN08035259","SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX3399299","NONE","Intermediate monocytes","healthy","F"
